name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
Bmw_e46_320ci_m_Paket,privat,Angebot,10500,control,,2017,automatik,170,3er,150000,4,benzin,bmw,
Hyundai_sonata_2.7_V6_180_PS_Navi_Park_Kamera,privat,Angebot,2750,control,,2017,automatik,180,,150000,3,benzin,hyundai,nein
Volkswagen_lupo_1.0_tuev_2.2018_servo,privat,Angebot,700,control,,2018,manuell,0,lupo,150000,12,benzin,volkswagen,nein
Opel_Omega_B_mit_TÜV,privat,Angebot,499,control,,2017,manuell,0,omega,150000,8,benzin,opel,nein
PEUGEOT_307_SW_KOMBI__BY_6.2006,privat,Angebot,1650,control,,2017,manuell,0,,150000,6,benzin,peugeot,
Audi_A3_2.0_TDI___!!!TÜV_NEU!!!_TOP!!!,privat,Angebot,6999,control,,2018,manuell,140,a3,150000,11,diesel,audi,nein
Renault_kombi,privat,Angebot,500,control,,2017,,0,,150000,0,,renault,
Skoda_octavia_1.6_TDI_DPF_Ambition_mit_Navigationsystem,privat,Angebot,11990,control,,2017,,0,octavia,80000,4,diesel,skoda,nein
Golf_3_Cabriolet_1.8_Avantgarde,privat,Angebot,850,control,,2017,manuell,90,golf,150000,10,,volkswagen,nein
VW_GOLF_4_TDI__ZAHNRIEMEN_+TÜV_NEU!!!,privat,Angebot,2990,control,,2018,manuell,0,golf,150000,4,diesel,volkswagen,nein
VW_Polo_4_Tuerer__TÜV_09/2017,privat,Angebot,1550,control,,2017,,0,polo,150000,0,benzin,volkswagen,
FIAT_PUNTO_55_TUV_bis_2018,privat,Angebot,599,control,,2018,manuell,55,punto,150000,5,,fiat,nein
Volkswagen_T5_Caravelle_9Sitzer_TÜV_2016_Navi,privat,Angebot,10750,control,,2018,manuell,179,transporter,150000,8,diesel,volkswagen,
Suche_Mercedes_Benz_a_170,privat,Angebot,1200,control,,2017,,0,a_klasse,150000,0,,mercedes_benz,
Renault_Megan_1.4l,privat,Angebot,1599,control,,2018,manuell,0,megane,150000,0,,renault,
VW_GOLF_VI_GTI_TOP_ZUSTAND,privat,Angebot,12500,control,,2017,manuell,211,,150000,12,benzin,volkswagen,
FR_CUPRA_MATT_LACK,privat,Angebot,8500,control,,2017,manuell,250,leon,150000,0,,seat,
E36_318i_touring_3er_wie_316_320_e30_e46,privat,Angebot,1400,control,,2017,,0,,150000,5,benzin,bmw,
Sehr_gepflegter_Audi_A5,privat,Angebot,17500,control,,2017,manuell,180,a5,80000,12,,audi,nein
BMW_118_D__Sportpaket_Sportfahrwerk_Sportsitze_M_Ausstattung,privat,Angebot,9890,control,,2017,manuell,143,1er,125000,1,diesel,bmw,nein
Ford_Fiesta_Scheckheft_Navi_DVD_gepflegt,privat,Angebot,3500,control,,2017,manuell,75,fiesta,125000,8,benzin,ford,
Astra_1.6,privat,Angebot,990,control,,2017,manuell,75,astra,150000,12,,opel,
Renault_twuingo,privat,Angebot,800,control,,2017,manuell,44,twingo,150000,0,benzin,renault,nein
Opel_Corsa_D_mit_neuem_TÜV,privat,Angebot,3500,control,,2017,manuell,75,corsa,150000,3,diesel,opel,nein
Seat_Toledo_III_1_9_TDI_Edition,privat,Angebot,4590,control,,2017,manuell,105,toledo,150000,5,,seat,
Mazda_626,privat,Angebot,699,control,,2017,manuell,0,,150000,0,,mazda,
Opel_Astra_G_Caravan_TÜV_02/2017,privat,Angebot,1550,control,,2017,manuell,101,,150000,12,,opel,nein
T4__Doka___Pritsche___tdi,privat,Angebot,5750,control,,2017,manuell,88,transporter,150000,8,diesel,volkswagen,nein
Seat_Ibiza_1_8__90PS_***80.000_km***,privat,Angebot,700,control,,2018,manuell,90,ibiza,80000,0,benzin,seat,
Seat_Ibiza_6k__VW_Polo_6N__TueV_08/17_Anfaengerauto,privat,Angebot,850,control,,2017,manuell,60,ibiza,100000,8,benzin,seat,nein
Golf_3_Technisch_in_gutem_Zustand,privat,Angebot,950,control,,2017,manuell,75,golf,150000,0,benzin,volkswagen,nein
VW_T4_Multivan,privat,Angebot,3400,control,,2017,manuell,78,transporter,150000,0,diesel,volkswagen,
Ford_Focus_mit_leichtem_Wildunfallschaden,privat,Angebot,1555,control,,2017,manuell,75,focus,150000,6,,ford,ja
Mazda_5__MOTORSCHADEN9,privat,Angebot,2500,control,,2017,manuell,115,5_reihe,150000,7,diesel,mazda,ja
Verkaufe_opel_meriva,privat,Angebot,3500,control,,2018,manuell,110,meriva,150000,1,,opel,nein
Renault_Clio,privat,Angebot,1400,control,,2017,manuell,98,clio,150000,0,benzin,renault,
"Ford_Fiesta_""_White_Magic_""_1.3",privat,Angebot,4200,control,,2018,manuell,0,fiesta,125000,6,,ford,
Mercedes_Benz_A_Klasse_A140_Avantgarde_8_Fach_bereift_TÜV!,privat,Angebot,1700,control,,2017,manuell,82,a_klasse,150000,0,benzin,mercedes_benz,
Ford_Galaxy,privat,Angebot,3999,control,,2017,manuell,116,galaxy,150000,6,diesel,ford,
Lezter_versuch._Polo_75_TÜV_NEU!!!!!,privat,Angebot,650,control,,2018,manuell,75,polo,150000,6,,volkswagen,nein
Renault_Twingo_Tuev_2017,privat,Angebot,1590,control,,2017,manuell,0,twingo,100000,11,benzin,renault,nein
Familien_Auto_sehr_gepflegt,privat,Angebot,4950,control,,2018,,0,zafira,150000,0,,opel,
Citroen_Picasso,privat,Angebot,5999,control,,2018,manuell,109,,150000,5,,citroen,
Bmw_1.20_diesel_automatik_Finanzierung_uebernehmen,privat,Angebot,13500,control,,2018,,0,,125000,11,diesel,bmw,nein
VW_Passat_35i_2.0_GTI_Highline_Leder_Klima_TÜV_Tausch,privat,Angebot,1111,control,,2017,manuell,116,passat,150000,12,,volkswagen,
"Golf_6_""Anfaengerauto_8_fach_bereift""",privat,Angebot,9500,control,,2017,manuell,80,golf,50000,0,benzin,volkswagen,
E36_M_paket_tief_breit_laut,privat,Angebot,2000,control,,2017,manuell,102,3er,150000,7,,bmw,nein
VW_Golf_3_TÜV_10.2017,privat,Angebot,1000,control,,2017,manuell,0,golf,150000,7,benzin,volkswagen,nein
Opel_Combo_1.7_dti_Lkw_Zulassung,privat,Angebot,1300,control,,2017,manuell,75,combo,150000,2,diesel,opel,nein
Mercedes_C280_W202_Automatik_TÜV_Leder,privat,Angebot,2000,control,,2018,automatik,197,,150000,5,benzin,mercedes_benz,nein
Zu_verkaufen_top_Auto_mit_neuen_TÜV,privat,Angebot,3000,control,,2018,manuell,75,ibiza,125000,1,benzin,seat,nein
Verkaufe_gepflegten_Ford_ka,privat,Angebot,2699,control,,2017,manuell,60,ka,80000,0,benzin,ford,nein
Golf_2_GTD,privat,Angebot,800,control,,2017,manuell,72,golf,150000,0,diesel,volkswagen,
Audi_A3_2.0_TDI_Ambition_Sport,privat,Angebot,7399,control,,2017,manuell,140,a3,150000,7,,audi,nein
Opel_Corsa_C_1.0,privat,Angebot,1250,control,,2018,manuell,56,corsa,150000,5,benzin,opel,
1er_BMW_mit_absoluter_Vollausstattung,privat,Angebot,8390,control,,2017,manuell,116,1er,90000,10,,bmw,nein
Bmw_E39_525d_Touring_Dpf_Vollausstattung__Scheckheftgepflegt,privat,Angebot,3200,control,,2017,manuell,160,5er,150000,7,,bmw,nein
Ford_Ka_1.3_Benziner_Mit_TÜBaeV_bis_9/_17,privat,Angebot,750,control,,2017,manuell,0,,125000,7,benzin,ford,nein
Opel_Vectra_Kombi,privat,Angebot,1450,control,,2017,manuell,0,vectra,150000,0,benzin,opel,nein
Bastlerfahrzeug,privat,Angebot,0,control,,2017,manuell,75,golf,150000,12,,volkswagen,ja
Mini_aus_1.Hand_Orginal_119.000Km_TÜV_Neu_2018...,privat,Angebot,4950,control,,2018,manuell,85,,125000,12,benzin,mini,
Mazda_323F_Sporty,privat,Angebot,1399,control,,2018,manuell,98,3_reihe,150000,2,benzin,mazda,
Ford_Fiesta_1.4_TDCI,privat,Angebot,3950,control,,2017,manuell,74,fiesta,90000,3,diesel,ford,ja
Peugeot_307_cc,privat,Angebot,1999,control,,2017,manuell,136,,150000,9,,peugeot,nein
Citroen_Saxo_124Tkm__Tuev_03/2018,privat,Angebot,1200,control,,2018,manuell,60,,125000,0,benzin,citroen,nein
Tausche_oder_verkaufe_mein_Jeep_2.8_Diesel,privat,Angebot,5200,control,,2017,automatik,0,cherokee,125000,3,diesel,jeep,nein
Verkaufe_gepflegten_Opel_sintra,privat,Angebot,1900,control,,2017,manuell,141,andere,150000,6,,opel,nein
Mercedes_Benz_Sprinter_Kofer,privat,Angebot,4300,control,,2017,manuell,129,sprinter,150000,5,diesel,mercedes_benz,
"RENAULT_MEGANE_GROUNDTOURER_""49900KM""",privat,Angebot,5900,control,,2017,manuell,111,megane,50000,2,,renault,nein
Vw_Polo_1.6Liter_Diesel_Scheckheft_Klima,privat,Angebot,8000,control,,2017,manuell,75,polo,70000,10,,volkswagen,nein
BMW_E36_316i_Compact,privat,Angebot,1100,control,,2017,manuell,105,,150000,12,,bmw,nein
?mbis_wagen,privat,Angebot,9999,control,,2017,,0,andere,150000,0,,ford,
BMW_320i_Automatik,privat,Angebot,6900,control,,2017,automatik,150,3er,125000,4,,bmw,
Suche_Golf_5_2.0_FSI,privat,Angebot,5500,control,,2018,manuell,150,,90000,0,,volkswagen,nein
VW_Polo_Bj_2000_voll_fahrbereit_1_Jahr_TÜV,privat,Angebot,980,control,,2017,manuell,0,polo,150000,0,benzin,volkswagen,
Renault_scenic_1.6_16v_mit_TÜV_und_grossem_navi,privat,Angebot,1850,control,,2018,automatik,107,scenic,150000,5,,renault,nein
Skoda_Roomster_Style_1.4__TÜV_bis_2018,privat,Angebot,5999,control,,2018,manuell,82,roomster,80000,2,,skoda,
A_klasse_140,privat,Angebot,600,control,,2018,manuell,0,,5000,0,,mercedes_benz,
VW_Caddy_1_9_SDI,privat,Angebot,3150,control,,2017,manuell,0,caddy,150000,4,,volkswagen,
Caddy_14_D_#_TÜV_05_/_17_#_Preissturz,privat,Angebot,1100,control,,2017,manuell,75,caddy,150000,0,diesel,volkswagen,
Ford_Galaxy_V6_Ghia_Version,privat,Angebot,0,control,,2017,manuell,0,galaxy,150000,1,benzin,ford,nein
Polo_6N_1.6_sportliche_Optik_tiefer_Alu,privat,Angebot,789,control,,2017,manuell,75,polo,150000,10,benzin,volkswagen,nein
Verkaufe_3er_BMW,privat,Angebot,0,control,,2017,manuell,101,3er,150000,5,,bmw,
Ford_Fiesta_1.4_TÜV_Neu_Scheckheft,privat,Angebot,4300,control,,2018,manuell,97,fiesta,150000,11,benzin,ford,nein
Opel_Meriva_Turbo_Diesel_neues_Modell_Ecoflex,privat,Angebot,6800,control,,2018,manuell,95,meriva,150000,2,diesel,opel,nein
Skoda__Felicia,privat,Angebot,800,control,,2017,,0,andere,125000,8,benzin,skoda,
Tausche_7_Sitzer_Zafira_1_8_16v,privat,Angebot,1850,control,,2017,manuell,125,zafira,150000,6,benzin,opel,
Peugeot_106_/_TÜV___02_2017,privat,Angebot,850,control,,2017,manuell,60,1_reihe,150000,2,benzin,peugeot,
Opel_insignia_Edition_Ecoflex,privat,Angebot,11500,control,,2017,manuell,131,,150000,5,,opel,
Golf_2_TÜV_2018_SD_UND_AHK,privat,Angebot,550,control,,2018,,69,,150000,0,benzin,volkswagen,
Verkaufe_ein_Renault_megane_scenic,privat,Angebot,1600,control,,2017,manuell,107,scenic,150000,4,,renault,nein
Muss_weg_wegen_Umzug_golf_3_kombi_variant_1_9tdi_TÜV_9/17,privat,Angebot,600,control,,2017,manuell,90,,150000,0,,volkswagen,
Golf_4_sdi,privat,Angebot,2500,control,,2018,manuell,68,,150000,0,,volkswagen,nein
Passat_1_6_mit_LPG._.,privat,Angebot,2250,control,,2017,manuell,101,passat,150000,3,,volkswagen,
Audi_tt_echter_s_line_Leder_original_navi,privat,Angebot,0,control,,2017,manuell,200,,150000,3,,audi,nein
VW_Lupo_Sondermodell_mit_el._Schiebedach_/_Faltdach_TOP_Zustand,privat,Angebot,2850,control,,2017,manuell,50,lupo,125000,7,benzin,volkswagen,
Auto_ist_top,privat,Angebot,2600,control,,2017,manuell,105,fabia,150000,7,benzin,skoda,nein
Seat_Cordoba_6k_/c_1_4l_rot_Tuev_02._2017_,privat,Angebot,600,control,,2017,manuell,60,cordoba,150000,1,benzin,seat,ja
Mercedes_Benz_CDI_Kombi,privat,Angebot,1333,control,,2017,,0,c_klasse,150000,5,,mercedes_benz,
Golf_6_R_Line_ABT_Motorsport,privat,Angebot,13000,control,,2017,manuell,210,golf,125000,8,benzin,volkswagen,nein
Skoda_Octavia_1.8_t_RS,privat,Angebot,3200,control,,2018,manuell,0,octavia,150000,4,benzin,skoda,nein
mercedes_A_170_DIZEL_EUR_4,privat,Angebot,1990,control,,2017,manuell,90,a_klasse,150000,0,diesel,mercedes_benz,nein
Audi_80_b4_mit_neuem_TÜV_vom_10.3.16,privat,Angebot,1500,control,,2018,,0,80,150000,0,benzin,audi,nein
Viele_Neuteile,privat,Angebot,699,control,,2017,,0,corsa,150000,0,benzin,opel,
Mercedes_Benz_B_Klasse_150_W_245_schwarz_TÜV/AU_bis_01/18_Navi,privat,Angebot,6500,control,,2018,manuell,95,,150000,3,,mercedes_benz,nein
Schoener_190e_mit_wenig_km_aber_leider_ein_Unfallwagen,privat,Angebot,1600,control,,2017,automatik,122,c_klasse,150000,0,benzin,mercedes_benz,ja
Zuverlaessigen_Golf_Plus_abzugeben,privat,Angebot,4999,control,,2017,automatik,105,golf,150000,0,diesel,volkswagen,
kadett_e_frisco,privat,Angebot,1200,control,,2017,manuell,75,kadett,150000,8,benzin,opel,
TÜV_01/2018;Scheckheft;Navi;Klima,privat,Angebot,5950,control,,2018,manuell,0,focus,150000,0,diesel,ford,nein
Renault_Twingo_1.2_Authentique_27tkm/1.Hand/_Top,privat,Angebot,3950,control,,2017,,0,twingo,30000,3,,renault,
Abarth_Grande_Punto,privat,Angebot,9850,control,,2017,manuell,155,,70000,5,benzin,sonstige_autos,nein
Peugeot_206_Cabrio,privat,Angebot,1800,control,,2017,manuell,136,2_reihe,150000,2,,peugeot,nein
Mercedes_Benz_V230_vito_Klima_TÜV_03.2018,privat,Angebot,3150,control,,2018,manuell,0,v_klasse,150000,0,benzin,mercedes_benz,
Wer_tauscht_Mokick_gegen_Kleinwagen,privat,Angebot,0,control,,2017,,0,,150000,0,,sonstige_autos,
Fiat_Stilo_Baujahr_2002_TÜV_Neu,privat,Angebot,1350,control,,2018,,0,stilo,150000,0,,fiat,
Golf_Bon_Jovi_62000_km_org.,privat,Angebot,1200,control,,2017,automatik,75,golf,70000,8,,volkswagen,
Lt35_2.5TDI,privat,Angebot,2650,control,,2017,manuell,102,transporter,150000,8,,volkswagen,nein
Opel_Astra_1.4_mit_sehr_vielen_Extras,privat,Angebot,10900,control,,2017,manuell,101,astra,50000,3,benzin,opel,nein
Verkaufe_VW_Golf_V_1.4_TÜV_bis_02/2018,privat,Angebot,3900,control,,2018,manuell,75,golf,150000,1,benzin,volkswagen,nein
Bmw_318is_Coupe_m_Paket,privat,Angebot,3150,control,,2017,manuell,140,3er,125000,11,,bmw,nein
GOLF_VI_mit_Anhaengekupplung_TOPZUSTAND:_BREMSE_SERVICE_NEU,privat,Angebot,8900,control,,2017,manuell,105,golf,150000,0,diesel,volkswagen,
Volkswagen_Golf_7_1.2_Tsi,privat,Angebot,11970,control,,2017,manuell,86,golf,40000,3,,volkswagen,nein
Audi_A3_Top_Zustand,privat,Angebot,10200,control,,2017,manuell,0,a3,150000,8,diesel,audi,nein
Volvo_v70__2_4_l_t,privat,Angebot,1300,control,,2017,automatik,211,v70,150000,0,benzin,volvo,ja
VW_Golf_IV_4_1_9l_Diesel,privat,Angebot,2400,control,,2017,manuell,0,golf,150000,1,,volkswagen,nein
Ford_Focus,privat,Angebot,800,control,,2017,manuell,0,focus,150000,5,diesel,ford,nein
Peugot_106_Palm_Beach_Tuev/AU_03/2018,privat,Angebot,699,control,,2018,manuell,45,1_reihe,150000,11,benzin,peugeot,
Ford_ka_mit_Tuev_bis_07/2017,privat,Angebot,500,control,,2017,manuell,0,ka,125000,0,,ford,nein
Peugeot_106_Sport_mit_NEUEM_TÜV,privat,Angebot,1500,control,,2018,manuell,0,1_reihe,150000,5,benzin,peugeot,nein
Nissan_Micra_2_Jahre_Tuev,privat,Angebot,799,control,,2018,,0,,150000,0,,nissan,
Vw_passat_1.8,privat,Angebot,950,control,,2017,manuell,0,,150000,0,benzin,volkswagen,
Corsa_wenig_Kilometer__Navi__Klima__TÜV,privat,Angebot,2550,control,,2017,manuell,0,corsa,100000,7,benzin,opel,
Mercedes_a_klasse_140,privat,Angebot,1300,control,,2017,automatik,82,a_klasse,150000,6,benzin,mercedes_benz,
Passat__2.0_TDI__EURO4,privat,Angebot,2490,control,,2017,manuell,136,,150000,9,,volkswagen,
Golf_6_gti,privat,Angebot,18500,control,,2018,manuell,0,golf,50000,11,benzin,volkswagen,
Seat_altea_xl,privat,Angebot,9300,control,,2017,manuell,105,altea,150000,10,diesel,seat,ja
Mitsubischi_colt_zc3_tuev_2/18_anfaenger_auto,privat,Angebot,2100,control,,2018,manuell,95,colt,150000,9,,mitsubishi,nein
Mercedes_C_180_Limousine_mit_AMG_Paket_und_Avantgarde_Austattung.,privat,Angebot,17500,control,,2017,manuell,156,c_klasse,60000,6,benzin,mercedes_benz,nein
VERKAUFE_TREUEN_GEFÄHRTEN,privat,Angebot,1800,control,,2017,automatik,122,c_klasse,150000,0,,mercedes_benz,
Ford_Mondeo_+_Sommerreifen,privat,Angebot,800,control,,2017,manuell,0,mondeo,150000,0,diesel,ford,
BMW_320d_M_PAKET_KOMPLETT,privat,Angebot,12990,control,,2017,automatik,163,,150000,8,,bmw,
E_200_Cabrio,privat,Angebot,7350,control,,2017,automatik,132,,150000,10,,mercedes_benz,
1er_BMW_116i,privat,Angebot,4500,control,,2017,manuell,0,1er,150000,0,,bmw,ja
Schoener_Golf_Variant,privat,Angebot,18700,control,,2017,manuell,150,golf,30000,6,,volkswagen,nein
Vw_Touran_2.0_tdi_7_sitzer,privat,Angebot,5400,control,,2017,manuell,136,touran,150000,8,diesel,volkswagen,nein
Mitsubishi_Carisma_1.8_Mit_HU_3.2017_Klima,privat,Angebot,599,control,,2017,manuell,122,carisma,150000,9,benzin,mitsubishi,nein
Alpina_D3_mit_schoener_Ausstattung,privat,Angebot,13850,control,,2017,manuell,200,3er,150000,6,,bmw,nein
VW_Golf_2_1.6l_gruene_Plakette_D3_servo_Leder_Tausch_Ratenzahlung,privat,Angebot,1300,control,,2018,manuell,70,,150000,10,,volkswagen,nein
Scirocco_53b,privat,Angebot,1,control,,2018,manuell,95,scirocco,150000,0,benzin,volkswagen,
Alfa_romeo_147,privat,Angebot,1750,control,,2017,manuell,105,,150000,0,,alfa_romeo,nein
Mercedes_190_2_0_Diesel,privat,Angebot,3250,control,,2017,manuell,75,c_klasse,150000,0,,mercedes_benz,nein
Alfa_Romeo_1_6_T_Spark,privat,Angebot,550,control,,2018,manuell,105,147,150000,11,,alfa_romeo,
Audi_A8_!!!_BREITBAU_!!!,privat,Angebot,10000,control,,2017,automatik,0,a8,150000,5,benzin,audi,nein
Jeep_Wranler_JK_Hardtop+_Softtop__AHK,privat,Angebot,22900,control,,2017,manuell,199,wrangler,50000,3,benzin,jeep,nein
Opel_Vectra_Caravan_1_9_cdti,privat,Angebot,4300,control,,2017,manuell,150,vectra,150000,11,,opel,nein
Golf_4_V6_4Motion,privat,Angebot,3000,control,,2017,manuell,204,golf,150000,5,,volkswagen,
Peugeot_206_TÜV_07/17,privat,Angebot,1350,control,,2017,manuell,60,2_reihe,150000,4,benzin,peugeot,
Skoda_Fabia_1.4_16v_Inspektion_und_Tuev_neu,privat,Angebot,2800,control,,2018,manuell,75,fabia,150000,5,,skoda,nein
Peugeout_206_75_SX_sport_Tuev_neu_03/18,privat,Angebot,1490,control,,2018,manuell,0,2_reihe,150000,10,benzin,peugeot,nein
Audi_A4_1_6_mit_TÜV_bis_01/2018,privat,Angebot,800,control,,2018,manuell,101,a4,150000,8,,audi,nein
Golf_4_aaaa,privat,Angebot,3700,control,,2017,automatik,0,golf,5000,0,diesel,volkswagen,nein
Honda_Accord_Coupe_2.0i,privat,Angebot,1100,control,,2017,manuell,147,accord,150000,8,,honda,ja
Ford_Focus,privat,Angebot,1900,control,,2018,manuell,0,,150000,0,benzin,ford,
Mazda_Rx8_Mehr_geht_nicht,privat,Angebot,8300,control,,2017,manuell,0,rx_reihe,125000,1,benzin,mazda,nein
BMW_118i_Urban_Line_mit_AHK___Comfort_Paket___Klimaautomatik,privat,Angebot,15999,control,,2017,manuell,170,1er,50000,2,benzin,bmw,nein
Mercedes_Benz_t,privat,Angebot,3500,control,,2017,manuell,150,c_klasse,5000,9,diesel,mercedes_benz,nein
VW_Polo_6N2__TÜV_Neu__Klima__Alufelgen,privat,Angebot,1999,control,,2018,manuell,50,polo,150000,10,benzin,volkswagen,nein
Chrysler_pt_cruiser,privat,Angebot,3000,control,,2017,manuell,136,ptcruiser,150000,12,,chrysler,
BMW_E30_320i_KW__BBS,privat,Angebot,5555,control,,2017,manuell,0,,150000,6,benzin,bmw,nein
Seat_tuev_12/17_fahrbereit_angemeldet,privat,Angebot,399,control,,2017,automatik,115,toledo,125000,12,,seat,
VW_Thuran_2.0_TDI_DPF_Highline_7_sitze,privat,Angebot,6600,control,,2017,manuell,0,touran,5000,11,diesel,volkswagen,
VW_Polo_9N,privat,Angebot,2750,control,,2018,manuell,55,polo,150000,12,benzin,volkswagen,
VW_Polo_Variant,privat,Angebot,1500,control,,2017,manuell,60,polo,150000,9,,volkswagen,
Smart_Fortwo_451_Facelift_Automatik_52tkm_erst!!,privat,Angebot,5000,control,,2017,automatik,61,fortwo,60000,4,benzin,smart,
Seat_Ibiza_1.4_TÜV_02/2018!!_Top_Preis,privat,Angebot,850,control,,2018,,0,,150000,3,benzin,seat,
Peugot_307,privat,Angebot,2200,control,,2017,manuell,0,andere,150000,0,benzin,peugeot,nein
Opel_Corsa_B_mit_TÜV,privat,Angebot,600,control,,2017,,54,corsa,150000,4,benzin,opel,
Yaris_Hybrid_9/14_Comfort_mit_19.500_km,privat,Angebot,11900,control,,2017,automatik,0,yaris,20000,9,hybrid,toyota,nein
Ford_KA_zuverlaessig,privat,Angebot,999,control,,2017,manuell,60,ka,150000,0,,ford,
Mercedes_A_Klasse_Diesel,privat,Angebot,2900,control,,2017,,80,a_klasse,150000,9,diesel,mercedes_benz,nein
Opel_astra_g,privat,Angebot,1000,control,,2017,manuell,116,astra,150000,1,benzin,opel,ja
Golf_plus_TDI,privat,Angebot,5000,control,,2018,manuell,110,golf,150000,11,,volkswagen,ja
Volkswagen_Golf_1.2_TSI_*MATCH*_BDC_*navi....neu_TÜV,privat,Angebot,12450,control,,2018,manuell,102,golf,50000,7,,volkswagen,
audi_a3/s3_zu_verkaufen,privat,Angebot,0,control,,2017,automatik,190,a3,150000,0,benzin,audi,
Verkaufen_und_tauschen,privat,Angebot,990,control,,2017,manuell,0,astra,150000,12,,opel,nein
Ford_fiesta_Bastler_Fzg._Zkd_defekt,privat,Angebot,250,control,,2017,manuell,45,fiesta,150000,3,benzin,ford,ja
Peugeot_307_HDI_2_0_TÜV_neu.,privat,Angebot,3500,control,,2018,manuell,136,,150000,6,,peugeot,
Mazda_626_hu/au_11/17,privat,Angebot,1399,control,,2017,manuell,115,6_reihe,150000,3,,mazda,nein
Verkauf_oder_tausch,privat,Angebot,1500,control,,2018,manuell,150,c_klasse,5000,7,,mercedes_benz,
Golf_3_1.6_mit_//LPG//TÜV//,privat,Angebot,650,control,,2018,manuell,0,golf,150000,0,lpg,volkswagen,
Trabant_601_mit_TÜV,privat,Angebot,2190,control,,2017,manuell,0,601,50000,1,benzin,trabant,
Mercedes_c_Kombi__270_cdi_Avantgarde,privat,Angebot,2950,control,,2017,automatik,170,c_klasse,150000,8,,mercedes_benz,
Ford_Focus_1.6_Sport_MK_02__leichtes_Tuning,privat,Angebot,3600,control,,2018,manuell,101,focus,150000,4,benzin,ford,nein
Bmw_318i_mit_tuev,privat,Angebot,550,control,,2017,manuell,0,,150000,0,,bmw,
BMW_318i_E46_Limousine,privat,Angebot,1800,control,,2017,manuell,118,3er,150000,6,,bmw,
RENAULT_SCENIC_TÜV_11/2017_KLIMA,privat,Angebot,2500,control,,2017,manuell,113,scenic,125000,11,benzin,renault,nein
Ford_Mondeo_1.8_D3_TÜV_neu_03.2018,privat,Angebot,790,control,,2018,manuell,115,mondeo,150000,3,benzin,ford,nein
Gut_erhalten_Mazda_zuverkaufen,privat,Angebot,5400,control,,2017,manuell,140,5_reihe,5000,3,diesel,mazda,nein
Zu_verkaufen_Golf_IV_1.4_16_V,privat,Angebot,1800,control,,2017,,0,golf,150000,0,benzin,volkswagen,nein
Renault_clio_facelift,privat,Angebot,700,control,,2018,manuell,44,clio,150000,1,,renault,nein
Bmw_e61_530d_top_zustand,privat,Angebot,8300,control,,2017,automatik,220,,150000,9,,bmw,nein
Ford_Focus_1.8Di__nur_tausch_gegen_Audi_coupe_scheckheft,privat,Angebot,0,control,,2017,,0,focus,125000,5,diesel,ford,
Fiat_Punto_188a_1.2_8v__Klima__Alu__TÜV,privat,Angebot,500,control,,2017,manuell,60,punto,125000,7,benzin,fiat,
Volkswagen_Golf_IV_1.4/_Golf_4,privat,Angebot,1399,control,,2017,manuell,75,,150000,0,benzin,volkswagen,
Smart_fortwo,privat,Angebot,500,control,,2018,automatik,52,fortwo,100000,6,,smart,
Kia_rio_1.5_Tuev_neu,privat,Angebot,1450,control,,2018,manuell,97,rio,150000,3,benzin,kia,
Mercedes_Benz_Spriner_208,privat,Angebot,2790,control,,2017,manuell,75,sprinter,150000,12,diesel,mercedes_benz,
Pkw._Klein_wagen_Peugeot__206,privat,Angebot,1150,control,,2017,,0,,30000,0,benzin,peugeot,
Golf_3_1_9_GTI_TDI_Jubi_20Jah_Edition_144PS_TÜV_11.2017_Top_Zusta,privat,Angebot,0,control,,2017,manuell,144,golf,150000,12,,volkswagen,nein
Vw_T4_zu_verkaufen,privat,Angebot,11399,control,,2017,manuell,0,transporter,150000,3,diesel,volkswagen,nein
Alfa_Romeo_156_Sportwagon_1_8_T_Spark_/_auch_Tausch_geg._Diesel,privat,Angebot,1200,control,,2019,manuell,140,156,150000,5,benzin,alfa_romeo,nein
VW_GOLF_VI_1.4_TSI,privat,Angebot,15000,control,,2017,manuell,122,golf,50000,8,,volkswagen,
Vw_passat_1.6_benzina_mit_tuv,privat,Angebot,620,control,,2017,manuell,0,passat,150000,2,,volkswagen,nein
Ford_Fiesta,privat,Angebot,899,control,,2017,manuell,50,fiesta,150000,5,benzin,ford,
Astra_G_1.7DTI_75PS_TÜV_11.2017,privat,Angebot,1700,control,,2017,,0,,150000,0,diesel,opel,ja
SMART_for_two_/_Schwarz_ez_2004_120tkm,privat,Angebot,2000,control,,2017,automatik,45,,125000,5,,smart,ja
Opel_Astra_G_Top_zustand,privat,Angebot,1200,control,,2018,manuell,0,astra,150000,9,,opel,nein
Golf_4_Highline,privat,Angebot,2700,control,,2017,manuell,105,golf,150000,3,,volkswagen,
Opel_Corsa_Automatik_5_tuerer_klima,privat,Angebot,2400,control,,2017,automatik,90,corsa,100000,0,benzin,opel,nein
Mercedes_c_200_avangarde_kompressor,privat,Angebot,4500,control,,2017,automatik,163,c_klasse,150000,9,,mercedes_benz,nein
VW_Polo_Bj_2000_voll_fahrbereit_1_Jahr_TÜV,privat,Angebot,980,control,,2017,,0,,150000,5,benzin,volkswagen,
Verkaufe_Renault_megane,privat,Angebot,500,control,,2017,manuell,107,megane,150000,0,benzin,renault,
